Date,Open,High,Low,Close,Adj Close,Volume
2022-04-18,44.180000,44.959999,43.459999,43.970001,43.970001,12677400
2022-04-19,44.520000,46.139999,44.480000,45.950001,45.950001,13667400
2022-04-20,46.369999,46.939999,45.750000,46.520000,46.520000,19528700
2022-04-21,50.439999,52.459999,50.230000,50.849998,50.849998,42225000
2022-04-22,52.009998,53.119999,51.119999,51.459999,51.459999,23701400
2022-04-25,51.009998,51.680000,49.730000,51.299999,51.299999,16254000
2022-04-26,50.740002,51.060001,48.610001,48.860001,48.860001,16046100
2022-04-27,48.750000,50.509998,48.180000,50.279999,50.279999,13381900
2022-04-28,50.700001,51.959999,49.930000,51.820000,51.820000,12786700
2022-04-29,51.389999,52.480000,50.310001,50.500000,50.500000,10699200
2022-05-02,50.490002,50.830002,48.700001,50.189999,50.189999,13391900
2022-05-03,50.389999,51.799999,49.650002,51.380001,51.380001,12214900
2022-05-04,51.009998,52.130001,50.070000,51.900002,51.900002,12953200
2022-05-05,50.980000,51.730000,48.470001,48.900002,48.900002,15536300
2022-05-06,48.810001,48.950001,46.500000,47.520000,47.520000,13824500
2022-05-09,46.560001,46.880001,42.919998,43.310001,43.310001,16391900
2022-05-10,44.200001,44.849998,43.080002,44.119999,44.119999,14104700
2022-05-11,43.910000,45.980000,42.939999,43.180000,43.180000,15388000
2022-05-12,42.250000,42.820000,40.110001,41.500000,41.500000,19112400
2022-05-13,42.349998,43.639999,42.189999,43.270000,43.270000,13874700
2022-05-16,43.169998,44.599998,42.980000,43.540001,43.540001,9832100
2022-05-17,45.419998,47.099998,45.400002,46.970001,46.970001,13756400
2022-05-18,46.209999,47.160000,44.270000,44.630001,44.630001,12138100
2022-05-19,43.939999,45.360001,43.869999,44.209999,44.209999,10157800
2022-05-20,45.000000,45.270000,42.259998,43.549999,43.549999,12924300
2022-05-23,44.139999,45.110001,43.360001,44.759998,44.759998,10144100
2022-05-24,43.650002,43.990002,41.000000,41.570000,41.570000,13328500
2022-05-25,41.410000,43.240002,41.230000,43.080002,43.080002,11007500
2022-05-26,43.730000,46.639999,43.639999,46.070000,46.070000,13896000
2022-05-27,46.419998,48.630001,46.400002,48.410000,48.410000,10995200
2022-05-31,46.790001,48.500000,46.310001,47.630001,47.630001,16931800
2022-06-01,48.230000,48.310001,44.580002,45.490002,45.490002,12460200
2022-06-02,45.439999,46.090000,44.000000,45.770000,45.770000,8383500
2022-06-03,44.840000,44.910000,43.419998,44.430000,44.430000,10413100
2022-06-06,45.020000,45.380001,44.130001,44.759998,44.759998,7860200
2022-06-07,44.500000,46.580002,44.169998,46.450001,46.450001,10441700
2022-06-08,45.419998,46.299999,44.500000,44.599998,44.599998,8219300
2022-06-09,44.310001,44.560001,42.669998,42.700001,42.700001,10364600
2022-06-10,41.680000,43.320000,40.770000,41.160000,41.160000,16474700
2022-06-13,39.840000,39.900002,36.770000,37.020000,37.020000,17493500
2022-06-14,37.480000,37.759998,36.049999,36.990002,36.990002,12608800
2022-06-15,37.529999,38.820000,37.099998,37.889999,37.889999,16355300
2022-06-16,36.430000,36.590000,34.349998,34.779999,34.779999,15128000
2022-06-17,34.869999,36.560001,33.860001,36.279999,36.279999,19451800
2022-06-21,37.349998,37.450001,35.779999,36.500000,36.500000,10584200
2022-06-22,35.849998,37.310001,35.700001,36.720001,36.720001,9030200
2022-06-23,36.500000,36.700001,34.770000,35.810001,35.810001,11778700
2022-06-24,35.529999,38.630001,35.529999,38.509998,38.509998,13245300
2022-06-27,38.820000,38.820000,37.119999,37.200001,37.200001,9770100
2022-06-28,38.139999,39.880001,36.869999,36.970001,36.970001,12406400
2022-06-29,36.250000,36.340000,35.189999,35.680000,35.680000,10245100
2022-06-30,34.459999,35.639999,33.730000,35.419998,35.419998,12620400
2022-07-01,35.509998,36.500000,34.860001,36.439999,36.439999,10923100
2022-07-05,35.150002,37.139999,34.439999,36.970001,36.970001,15445700
2022-07-06,36.560001,37.169998,35.880001,36.660000,36.660000,9664600
2022-07-07,36.599998,37.099998,35.889999,36.689999,36.689999,11752100
2022-07-08,36.720001,37.599998,36.330002,36.470001,36.470001,9955700
2022-07-11,36.209999,36.490002,35.180000,35.369999,35.369999,7558000
2022-07-12,35.529999,38.650002,35.529999,38.230000,38.230000,14459300
2022-07-13,36.889999,38.169998,36.450001,37.910000,37.910000,11847700
2022-07-14,37.330002,39.020000,37.040001,37.849998,37.849998,9181800
2022-07-15,38.380001,38.830002,37.439999,38.779999,38.779999,7702500
2022-07-18,39.790001,40.560001,39.160000,39.340000,39.340000,11729800
2022-07-19,40.220001,41.570000,40.200001,41.470001,41.470001,10518100
2022-07-20,41.500000,41.970001,40.849998,41.680000,41.680000,12822100
2022-07-21,38.820000,38.970001,37.240002,37.439999,37.439999,29856100
2022-07-22,37.799999,38.250000,36.020000,36.330002,36.330002,14579700
2022-07-25,36.029999,36.410000,35.189999,36.340000,36.340000,10186900
2022-07-26,35.759998,36.139999,35.279999,35.340000,35.340000,8151700
2022-07-27,36.180000,36.740002,35.290001,36.419998,36.419998,10580700
2022-07-28,35.860001,36.849998,35.400002,36.740002,36.740002,10248700
2022-07-29,36.490002,37.119999,36.240002,36.750000,36.750000,7801500
2022-08-01,36.689999,37.950001,36.360001,37.689999,37.689999,9471800
2022-08-02,37.220001,38.119999,36.759998,37.230000,37.230000,8624900
2022-08-03,37.669998,38.720001,37.500000,38.630001,38.630001,10166200
2022-08-04,38.619999,39.060001,37.849998,38.630001,38.630001,8985800
2022-08-05,38.009998,38.790001,37.759998,37.820000,37.820000,6889300
2022-08-08,38.009998,39.410000,38.009998,38.650002,38.650002,7352600
2022-08-09,38.209999,38.349998,37.240002,37.799999,37.799999,7627200
2022-08-10,38.840000,39.549999,38.610001,38.689999,38.689999,8655400
2022-08-11,39.459999,39.860001,38.490002,38.669998,38.669998,8371000
2022-08-12,39.099998,39.490002,38.669998,39.340000,39.340000,6797000
2022-08-15,39.419998,40.320000,39.400002,39.860001,39.860001,7341000
2022-08-16,39.790001,40.770000,39.439999,40.290001,40.290001,6924700
2022-08-17,39.560001,39.689999,38.430000,38.959999,38.959999,8557800
2022-08-18,38.959999,39.150002,38.380001,39.060001,39.060001,6725400
2022-08-19,38.240002,38.599998,37.220001,37.500000,37.500000,8143000
2022-08-22,36.500000,36.529999,35.630001,36.360001,36.360001,8481900
2022-08-23,36.570000,37.119999,36.400002,36.910000,36.910000,6775000
2022-08-24,36.950001,37.700001,36.610001,37.389999,37.389999,5387600
2022-08-25,37.630001,38.520000,37.520000,38.270000,38.270000,6296600
2022-08-26,38.259998,38.619999,36.560001,36.570000,36.570000,6130200
2022-08-29,36.009998,36.590000,35.849998,36.020000,36.020000,6334500
2022-08-30,36.490002,36.709999,35.560001,35.939999,35.939999,6660200
2022-08-31,36.259998,36.320000,34.970001,35.009998,35.009998,8595600
2022-09-01,34.669998,35.220001,33.740002,35.180000,35.180000,9399700
2022-09-02,35.680000,36.139999,34.959999,35.310001,35.310001,9496400
2022-09-06,35.820000,36.730000,35.279999,36.580002,36.580002,10468400
2022-09-07,36.849998,38.720001,36.750000,38.599998,38.599998,11802600
2022-09-08,38.099998,39.540001,37.930000,38.880001,38.880001,10188000
2022-09-09,39.360001,39.610001,39.040001,39.259998,39.259998,7405000
2022-09-12,39.599998,40.259998,39.110001,39.220001,39.220001,7832900
2022-09-13,37.740002,38.520000,37.619999,37.790001,37.790001,7532800
2022-09-14,37.560001,38.470001,36.709999,38.430000,38.430000,7990000
2022-09-15,38.200001,39.669998,38.150002,38.900002,38.900002,8411000
2022-09-16,37.930000,37.990002,37.009998,37.480000,37.480000,10788100
2022-09-19,37.189999,39.020000,37.180000,38.700001,38.700001,7951100
2022-09-20,38.599998,39.389999,37.630001,38.169998,38.169998,9607800
2022-09-21,37.480000,37.740002,36.090000,36.119999,36.119999,14719700
2022-09-22,36.200001,36.299999,34.009998,34.450001,34.450001,12081000
2022-09-23,33.669998,33.919998,32.270000,33.070000,33.070000,13273100
2022-09-26,32.730000,33.209999,31.799999,31.900000,31.900000,10792000
2022-09-27,32.660000,33.240002,31.910000,32.830002,32.830002,12247300
2022-09-28,32.599998,34.090000,32.169998,33.919998,33.919998,10074500
2022-09-29,33.340000,33.450001,32.410000,32.910000,32.910000,9418200
2022-09-30,32.720001,33.139999,32.320000,32.529999,32.529999,9136400
2022-10-03,32.360001,33.099998,31.580000,32.810001,32.810001,8905200
2022-10-04,33.990002,35.419998,33.950001,35.330002,35.330002,12024900
2022-10-05,34.590000,35.619999,34.310001,35.419998,35.419998,8573500
2022-10-06,35.200001,35.680000,34.250000,34.959999,34.959999,9808700
2022-10-07,34.700001,34.700001,33.430000,33.860001,33.860001,9386400
2022-10-10,34.160000,34.520000,33.650002,34.200001,34.200001,9607400
2022-10-11,35.650002,35.869999,32.709999,33.930000,33.930000,12083100
2022-10-12,33.509998,34.500000,33.049999,34.230000,34.230000,8886500
2022-10-13,34.160000,35.880001,33.080002,35.400002,35.400002,13375300
2022-10-14,36.509998,36.830002,35.330002,35.470001,35.470001,11108400
2022-10-17,36.500000,36.680000,35.250000,36.099998,36.099998,9615800
2022-10-18,37.189999,37.430000,36.369999,37.250000,37.250000,14113100
2022-10-19,39.320000,40.349998,38.410000,39.099998,39.099998,28314600
2022-10-20,39.320000,40.189999,38.950001,39.049999,39.049999,13004300
2022-10-21,38.950001,40.970001,38.599998,40.439999,40.439999,13232500
2022-10-24,40.590000,42.020000,40.220001,41.880001,41.880001,11935400
2022-10-25,41.740002,42.740002,41.400002,42.599998,42.599998,9671100
2022-10-26,42.439999,43.599998,42.349998,42.450001,42.450001,9601700
2022-10-27,42.980000,43.959999,42.930000,42.990002,42.990002,7599700
2022-10-28,43.270000,43.770000,42.810001,43.720001,43.720001,9134300
2022-10-31,43.650002,44.169998,43.060001,43.080002,43.080002,7777800
2022-11-01,43.599998,43.869999,42.520000,42.660000,42.660000,8536100
2022-11-02,42.189999,42.779999,41.070000,41.110001,41.110001,10264200
2022-11-03,40.570000,41.810001,40.070000,40.950001,40.950001,7724400
2022-11-04,41.880001,43.040001,41.830002,42.619999,42.619999,9718500
2022-11-07,43.049999,43.450001,41.869999,42.779999,42.779999,6055600
2022-11-08,42.700001,43.029999,41.720001,42.180000,42.180000,7091900
2022-11-09,41.580002,42.799999,41.419998,42.369999,42.369999,6343500
2022-11-10,43.950001,44.509998,43.020000,44.330002,44.330002,9378700
2022-11-11,44.639999,45.410000,44.220001,44.709999,44.709999,8173400
2022-11-14,44.150002,44.980000,44.000000,44.029999,44.029999,5912400
2022-11-15,44.889999,45.570000,43.410000,44.040001,44.040001,7062900
2022-11-16,43.500000,43.930000,43.070000,43.290001,43.290001,4851900
2022-11-17,42.529999,43.349998,42.279999,43.250000,43.250000,4288700
2022-11-18,43.939999,44.810001,43.279999,43.820000,43.820000,4883400
2022-11-21,43.869999,44.299999,43.220001,43.430000,43.430000,4047100
2022-11-22,43.560001,43.910000,42.830002,43.430000,43.430000,3249700
2022-11-23,43.529999,44.020000,43.160000,43.689999,43.689999,3380500
2022-11-25,43.599998,44.590000,43.540001,44.419998,44.419998,2398400
2022-11-28,43.930000,43.959999,42.990002,43.020000,43.020000,6022900
2022-11-29,42.980000,43.840000,42.970001,43.689999,43.689999,4434100
2022-11-30,43.660000,44.180000,43.090000,44.169998,44.169998,4549000
2022-12-01,44.299999,44.619999,43.630001,43.889999,43.889999,3906100
2022-12-02,43.299999,44.270000,43.110001,43.889999,43.889999,4529000
2022-12-05,44.480000,45.860001,44.290001,45.029999,45.029999,11174100
2022-12-06,45.209999,45.970001,44.919998,45.919998,45.919998,7601800
2022-12-07,45.689999,45.689999,43.900002,44.060001,44.060001,8126500
2022-12-08,44.380001,44.880001,42.299999,42.799999,42.799999,8779400
2022-12-09,42.299999,43.110001,42.209999,43.040001,43.040001,5791800
2022-12-12,43.000000,44.340000,42.759998,44.240002,44.240002,5297100
2022-12-13,45.500000,45.570000,40.919998,41.169998,41.169998,18385100
2022-12-14,41.669998,41.990002,39.639999,40.099998,40.099998,13887300
2022-12-15,39.650002,40.070000,38.150002,38.549999,38.549999,10398300
2022-12-16,38.520000,39.119999,37.840000,38.430000,38.430000,11429900
2022-12-19,38.669998,38.860001,37.889999,37.980000,37.980000,5432500
2022-12-20,37.959999,38.619999,37.849998,38.549999,38.549999,5512600
2022-12-21,38.590000,39.439999,38.590000,39.000000,39.000000,6047300
2022-12-22,38.779999,38.980000,37.169998,38.279999,38.279999,7246400
2022-12-23,38.360001,38.480000,37.770000,38.389999,38.389999,4262500
2022-12-27,38.200001,38.990002,37.720001,38.200001,38.200001,6654000
2022-12-28,38.340000,38.549999,37.220001,37.290001,37.290001,6402600
2022-12-29,37.380001,38.240002,37.320000,37.919998,37.919998,5890600
2022-12-30,37.590000,38.060001,37.459999,37.700001,37.700001,6285300
2023-01-03,38.220001,38.250000,36.820000,37.209999,37.209999,8149600
2023-01-04,37.619999,39.849998,37.560001,39.720001,39.720001,8743700
2023-01-05,39.599998,41.270000,39.430000,41.240002,41.240002,8292700
2023-01-06,41.410000,42.279999,41.049999,42.240002,42.240002,7723200
2023-01-09,42.570000,44.189999,42.259998,43.349998,43.349998,10072200
2023-01-10,43.040001,45.759998,43.040001,45.750000,45.750000,10584300
2023-01-11,45.490002,47.779999,45.410000,47.709999,47.709999,16692500
2023-01-12,48.610001,51.320000,48.560001,51.299999,51.299999,21249700
2023-01-13,49.689999,51.709999,49.660000,51.650002,51.650002,15884300
2023-01-17,51.099998,51.590000,49.939999,51.200001,51.200001,20025400
2023-01-18,53.099998,53.259998,48.520000,48.860001,48.860001,31617600
2023-01-19,48.290001,48.580002,46.880001,48.369999,48.369999,15602000
2023-01-20,48.669998,49.680000,48.419998,49.459999,49.459999,9428700
2023-01-23,49.470001,49.869999,48.799999,49.279999,49.279999,7375100
2023-01-24,49.020000,50.290001,48.869999,49.299999,49.299999,5412200
2023-01-25,49.090000,50.860001,49.040001,50.279999,50.279999,8658000
2023-01-26,50.400002,50.689999,48.799999,49.450001,49.450001,7688900
2023-01-27,49.340000,49.599998,48.630001,48.730000,48.730000,6497300
2023-01-30,48.299999,49.439999,48.090000,48.209999,48.209999,6108500
